"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node10",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 4vms-r1.src.dstat.csv",,,,"Date:","30 May 2014 05:16:01 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
8.040,0.188,91.771,0.0,0.0,0.0,908.0,372.0,208305.0,47847362.0,386035.0,95243507.0,5486788608.0,478101504.0,10818113536.0,8540418048.0,0.0,0.0
1.383,0.189,98.366,0.0,0.0,0.063,192.0,0.0,233750.0,52952814.0,426803.0,107066739.0,5486882816.0,478101504.0,10818113536.0,8540323840.0,0.0,0.0
9.748,0.252,90.0,0.0,0.0,0.0,432.0,0.0,254401.0,59735117.0,458277.0,121010640.0,5486231552.0,478101504.0,10818314240.0,8540774400.0,0.0,0.0
11.376,0.440,88.121,0.063,0.0,0.0,170.0,106.0,295616.0,69860820.0,534666.0,141571703.0,5486092288.0,478101504.0,10818314240.0,8540913664.0,0.0,40960.0
2.141,0.441,97.355,0.0,0.0,0.063,256.0,0.0,363132.0,81229024.0,668426.0,165621682.0,5486964736.0,478105600.0,10818502656.0,8539848704.0,0.0,16384.0
5.905,2.032,91.873,0.0,0.0,0.190,298.0,106.0,25995797.0,96332465.0,53029803.0,243124940.0,5487300608.0,478105600.0,10818998272.0,8539017216.0,0.0,0.0
1.268,0.888,97.717,0.0,0.0,0.127,372.0,0.0,840525.0,104552430.0,24019649.0,153172736.0,5488279552.0,478105600.0,10818998272.0,8538038272.0,0.0,0.0
0.251,0.125,99.624,0.0,0.0,0.0,725.0,106.0,227882.0,41264297.0,344911.0,75796063.0,5487779840.0,478105600.0,10818998272.0,8538537984.0,0.0,0.0
0.126,0.251,99.497,0.126,0.0,0.0,320.0,0.0,157878.0,37368376.0,282884.0,74535942.0,5488103424.0,478105600.0,10819063808.0,8538148864.0,0.0,61440.0
0.188,0.188,99.624,0.0,0.0,0.0,320.0,0.0,166237.0,39964388.0,295591.0,79618700.0,5487923200.0,478105600.0,10819051520.0,8538341376.0,0.0,0.0
1.200,1.011,97.726,0.0,0.0,0.063,426.0,106.0,366217.0,57670258.0,25098181.0,96208214.0,5487104000.0,478105600.0,10823151616.0,8535060480.0,0.0,0.0
0.188,0.125,99.624,0.0,0.0,0.063,426.0,106.0,256942.0,46963264.0,368778.0,82490644.0,5487104000.0,478105600.0,10823151616.0,8535060480.0,0.0,0.0
0.125,0.188,99.686,0.0,0.0,0.0,320.0,0.0,153840.0,39007698.0,278870.0,76480046.0,5486419968.0,478105600.0,10823118848.0,8535777280.0,0.0,0.0
0.251,0.251,99.435,0.063,0.0,0.0,484.0,0.0,159304.0,39906228.0,283968.0,79398658.0,5485723648.0,478105600.0,10823118848.0,8536473600.0,0.0,40960.0
0.188,0.188,99.623,0.0,0.0,0.0,308.0,0.0,167990.0,42218268.0,294164.0,82756880.0,5486690304.0,478105600.0,10823143424.0,8535482368.0,0.0,0.0
0.251,0.125,99.624,0.0,0.0,0.0,404.0,212.0,162148.0,41021569.0,255160.0,69510224.0,5483839488.0,478105600.0,10823147520.0,8538329088.0,0.0,0.0
0.125,0.251,99.624,0.0,0.0,0.0,256.0,0.0,93558.0,21428899.0,176619.0,43989750.0,5483528192.0,478105600.0,10823147520.0,8538640384.0,0.0,0.0
0.063,0.063,99.874,0.0,0.0,0.0,342.0,0.0,139455.0,31105460.0,275897.0,70567803.0,5482217472.0,478105600.0,10823159808.0,8539938816.0,0.0,0.0
0.188,0.251,99.435,0.125,0.0,0.0,400.0,0.0,197221.0,47018386.0,354401.0,94782588.0,5482532864.0,478105600.0,10823159808.0,8539623424.0,0.0,40960.0
0.188,1.131,98.681,0.0,0.0,0.0,256.0,0.0,185509.0,42944077.0,-126421616.0,-147002809.0,3455594496.0,478105600.0,10823237632.0,10566483968.0,0.0,0.0
0.126,0.188,99.686,0.0,0.0,0.0,662.0,304.0,163612.0,36849206.0,296082.0,75222579.0,3451777024.0,478105600.0,10823229440.0,10570309632.0,0.0,0.0
0.188,0.188,99.623,0.0,0.0,0.0,500.0,0.0,190383.0,44025262.0,356252.0,90033662.0,3452207104.0,478105600.0,10823229440.0,10569879552.0,0.0,0.0
0.188,0.188,99.624,0.0,0.0,0.0,256.0,0.0,236629.0,52896280.0,421036.0,108021543.0,3451510784.0,478105600.0,10823229440.0,10570575872.0,0.0,0.0
0.188,0.188,99.560,0.063,0.0,0.0,128.0,0.0,271120.0,63593852.0,470582.0,121870531.0,3448184832.0,478105600.0,10823229440.0,10573901824.0,0.0,49152.0
0.250,1.064,97.872,0.751,0.0,0.063,298.0,106.0,123503.0,26925246.0,-274656382.0,-296716090.0,1412603904.0,478105600.0,10823233536.0,12609478656.0,0.0,16384.0


"Host:","c11node10",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 4vms-r1.src.dstat.csv",,,,"Date:","07 Jun 2014 01:39:16 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","used","buff","cach","free","read","writ"
0.094,0.053,99.825,0.026,0.000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,7581442048.0,479137792.0,12817297408.0,4445544448.0,324.093,2827.785
0.817,0.691,98.429,0.0,0.0,0.063,384.0,0.0,29437.0,2852088.0,331408.0,86924811.0,7586156544.0,479137792.0,12817289216.0,4440838144.0,0.0,0.0
0.632,0.632,98.673,0.0,0.0,0.063,618.0,106.0,538569.0,121320627.0,936503.0,238576470.0,7590158336.0,479137792.0,12817293312.0,4436832256.0,0.0,0.0
0.316,0.442,98.800,0.379,0.0,0.063,320.0,0.0,534852.0,122625284.0,945868.0,239975337.0,7589978112.0,479137792.0,12817293312.0,4437012480.0,0.0,299008.0
0.253,0.442,99.305,0.0,0.0,0.0,234.0,106.0,554217.0,122709660.0,969877.0,240057193.0,7590514688.0,479137792.0,12817293312.0,4436475904.0,0.0,0.0
0.253,0.443,99.304,0.0,0.0,0.0,320.0,0.0,555179.0,122676343.0,960538.0,240082529.0,7590027264.0,479137792.0,12817293312.0,4436963328.0,0.0,0.0
0.316,0.380,99.304,0.0,0.0,0.0,628.0,0.0,548546.0,122728336.0,955584.0,240118745.0,7589953536.0,479137792.0,12817293312.0,4437037056.0,0.0,0.0
0.316,0.569,99.052,0.0,0.0,0.063,776.0,212.0,543707.0,123187464.0,955923.0,240569569.0,7590191104.0,479137792.0,12817293312.0,4436799488.0,0.0,0.0
0.190,0.442,98.230,1.138,0.0,0.0,256.0,0.0,547973.0,122702213.0,951584.0,240138139.0,7590375424.0,479137792.0,12817293312.0,4436615168.0,0.0,294912.0
0.379,0.379,99.179,0.0,0.0,0.063,448.0,0.0,546742.0,122707256.0,958902.0,240050738.0,7589974016.0,479137792.0,12817293312.0,4437016576.0,0.0,0.0
0.253,0.443,99.304,0.0,0.0,0.0,1460.0,0.0,553501.0,122645902.0,967325.0,240046378.0,7590047744.0,479137792.0,12817293312.0,4436942848.0,0.0,0.0
