"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node10",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o src.dstat.csv",,,,"Date:","27 May 2014 00:12:32 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
0.251,0.251,99.498,0.0,0.0,0.0,244.0,0.0,178638.0,44954313.0,329686.0,90798331.0,9566412800.0,478081024.0,10632699904.0,4646227968.0,0.0,0.0
0.313,0.251,99.373,0.0,0.0,0.063,298.0,106.0,197068.0,49632103.0,356964.0,99622101.0,9566011392.0,478081024.0,10632699904.0,4646629376.0,0.0,0.0
0.377,0.440,99.057,0.126,0.0,0.0,170.0,106.0,221570.0,55330399.0,403676.0,111573582.0,9570734080.0,478081024.0,10632699904.0,4641906688.0,0.0,36864.0
0.314,0.314,99.372,0.0,0.0,0.0,192.0,0.0,247670.0,60997643.0,450785.0,122755168.0,9571950592.0,478081024.0,10632716288.0,4640673792.0,0.0,0.0
0.377,0.251,99.371,0.0,0.0,0.0,448.0,106.0,270210.0,65600932.0,483626.0,129448452.0,9570230272.0,478081024.0,10632716288.0,4642394112.0,0.0,0.0
0.377,0.251,99.372,0.0,0.0,0.0,256.0,0.0,289390.0,70219547.0,513204.0,137642150.0,9571213312.0,478081024.0,10632716288.0,4641411072.0,0.0,0.0
0.313,0.439,99.185,0.0,0.0,0.063,654.0,0.0,278114.0,66699490.0,490624.0,130537619.0,9571340288.0,478081024.0,10632716288.0,4641284096.0,0.0,0.0
0.314,0.503,98.995,0.126,0.0,0.063,790.0,198.0,291751.0,70787785.0,516173.0,138583314.0,9572716544.0,478081024.0,10632732672.0,4639891456.0,0.0,36864.0
0.251,0.251,99.497,0.0,0.0,0.0,234.0,106.0,276566.0,68423780.0,483488.0,133750803.0,9571672064.0,478081024.0,10632753152.0,4640915456.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,384.0,0.0,281538.0,70688419.0,500140.0,138415008.0,9571205120.0,478081024.0,10632769536.0,4641366016.0,0.0,0.0
0.251,0.314,99.372,0.0,0.0,0.063,304.0,0.0,280488.0,70905353.0,494191.0,138372892.0,9571381248.0,478081024.0,10632769536.0,4641189888.0,0.0,0.0
0.188,0.314,99.497,0.0,0.0,0.0,256.0,0.0,279666.0,70100759.0,492734.0,136917409.0,9570177024.0,478081024.0,10632769536.0,4642394112.0,0.0,0.0
0.377,0.503,98.931,0.126,0.0,0.063,298.0,174.0,278922.0,70751045.0,495445.0,138363850.0,9571921920.0,478081024.0,10632785920.0,4640632832.0,0.0,36864.0
0.314,0.251,99.371,0.0,0.0,0.063,542.0,106.0,270242.0,68176446.0,479460.0,133217738.0,9572646912.0,478081024.0,10632785920.0,4639907840.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,180.0,0.0,277406.0,70315984.0,490582.0,137607642.0,9572749312.0,478081024.0,10632785920.0,4639805440.0,0.0,0.0
0.314,0.251,99.373,0.0,0.0,0.063,496.0,0.0,271436.0,68651782.0,482876.0,134430853.0,9571913728.0,478081024.0,10632785920.0,4640641024.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,256.0,0.0,284132.0,71628777.0,500622.0,139984511.0,9572622336.0,478081024.0,10632785920.0,4639932416.0,0.0,0.0
0.377,0.502,98.996,0.126,0.0,0.0,468.0,280.0,271328.0,68006924.0,478673.0,132866533.0,9572687872.0,478081024.0,10632798208.0,4639854592.0,0.0,36864.0
0.251,0.314,99.435,0.0,0.0,0.0,64.0,0.0,282232.0,71943422.0,498576.0,141044786.0,9572630528.0,478081024.0,10632798208.0,4639911936.0,0.0,0.0
0.314,0.251,99.373,0.0,0.0,0.063,416.0,0.0,267638.0,68979765.0,474650.0,134759076.0,9571823616.0,478081024.0,10632814592.0,4640702464.0,0.0,0.0
0.188,0.377,99.435,0.0,0.0,0.0,372.0,0.0,279718.0,70624386.0,494315.0,138344872.0,9571794944.0,478081024.0,10632814592.0,4640731136.0,0.0,0.0
0.314,0.251,99.435,0.0,0.0,0.0,478.0,106.0,279318.0,71544871.0,492446.0,139219799.0,9571573760.0,478081024.0,10632814592.0,4640952320.0,0.0,0.0
0.314,0.502,98.996,0.126,0.0,0.063,234.0,106.0,271808.0,69114198.0,481380.0,135330137.0,9573453824.0,478081024.0,10632814592.0,4639072256.0,0.0,36864.0
0.251,0.377,99.372,0.0,0.0,0.0,192.0,0.0,279690.0,70769715.0,494401.0,138198017.0,9573154816.0,478081024.0,10632814592.0,4639371264.0,0.0,0.0
0.251,0.251,99.435,0.0,0.0,0.063,256.0,0.0,271576.0,69197927.0,479646.0,135332086.0,9573056512.0,478081024.0,10632814592.0,4639469568.0,0.0,0.0
0.251,0.377,99.372,0.0,0.0,0.0,426.0,106.0,277428.0,70626286.0,490338.0,138221357.0,9572929536.0,478081024.0,10632814592.0,4639596544.0,0.0,0.0
0.251,0.377,99.372,0.0,0.0,0.0,128.0,0.0,270966.0,68691736.0,479585.0,134261591.0,9571590144.0,478081024.0,10632814592.0,4640935936.0,0.0,8192.0
0.377,0.502,98.996,0.063,0.0,0.063,764.0,198.0,285226.0,72660496.0,504544.0,142046483.0,9573285888.0,478081024.0,10632826880.0,4639227904.0,0.0,45056.0
0.251,0.251,99.498,0.0,0.0,0.0,478.0,106.0,265088.0,67603992.0,468032.0,132098714.0,9569837056.0,478081024.0,10632826880.0,4642676736.0,0.0,0.0
0.314,0.314,99.310,0.0,0.0,0.063,256.0,0.0,281244.0,71282098.0,498046.0,139508359.0,9570095104.0,478081024.0,10632826880.0,4642418688.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,128.0,0.0,272228.0,69587599.0,480691.0,135626159.0,9569218560.0,478081024.0,10632826880.0,4643295232.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,256.0,0.0,273652.0,68960664.0,485420.0,135325081.0,9569148928.0,478081024.0,10632826880.0,4643364864.0,0.0,20480.0
0.440,0.503,98.932,0.126,0.0,0.0,644.0,212.0,278982.0,70714021.0,495114.0,138469680.0,9569771520.0,478081024.0,10632826880.0,4642742272.0,0.0,36864.0
0.251,0.314,99.372,0.0,0.0,0.063,256.0,0.0,272142.0,69297929.0,479335.0,135343238.0,9570418688.0,478081024.0,10632835072.0,4642086912.0,0.0,0.0
0.189,0.252,99.560,0.0,0.0,0.0,394.0,0.0,276722.0,70303419.0,489738.0,137343038.0,9570197504.0,478081024.0,10632826880.0,4642316288.0,0.0,0.0
0.314,0.251,99.435,0.0,0.0,0.0,548.0,0.0,274516.0,69562055.0,486794.0,135852975.0,9569722368.0,478081024.0,10632839168.0,4642779136.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,234.0,106.0,280550.0,71161431.0,495003.0,138944889.0,9570332672.0,478081024.0,10632843264.0,4642164736.0,0.0,0.0
0.376,0.502,98.996,0.063,0.0,0.063,660.0,106.0,268809.0,67866240.0,479584.0,132802899.0,9571995648.0,478081024.0,10632859648.0,4640485376.0,0.0,36864.0
0.189,0.314,99.497,0.0,0.0,0.0,128.0,0.0,296448.0,72410283.0,523396.0,141681602.0,9571422208.0,478081024.0,10632908800.0,4641009664.0,0.0,0.0
0.313,0.313,99.373,0.0,0.0,0.0,320.0,0.0,275394.0,67887987.0,486969.0,132327815.0,9571307520.0,478081024.0,10632925184.0,4641107968.0,0.0,0.0
0.189,0.189,99.622,0.0,0.0,0.0,310.0,0.0,294136.0,71007404.0,520362.0,139630965.0,9571287040.0,478081024.0,10632925184.0,4641128448.0,0.0,0.0
0.314,0.314,99.310,0.0,0.0,0.063,542.0,106.0,279814.0,70081036.0,488758.0,136117978.0,9570193408.0,478081024.0,10632925184.0,4642222080.0,0.0,8192.0
0.377,0.377,98.994,0.189,0.0,0.063,414.0,106.0,272754.0,68817411.0,486920.0,135264683.0,9572192256.0,478081024.0,10632941568.0,4640206848.0,0.0,40960.0
0.314,0.314,99.373,0.0,0.0,0.0,384.0,0.0,280128.0,70945682.0,495443.0,138842917.0,9571233792.0,478081024.0,10632941568.0,4641165312.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,256.0,0.0,275974.0,69904487.0,485446.0,136655217.0,9570349056.0,478081024.0,10632953856.0,4642037760.0,0.0,0.0
0.314,0.314,99.310,0.0,0.0,0.063,712.0,106.0,272452.0,69519767.0,484988.0,135740041.0,9570783232.0,478081024.0,10632953856.0,4641603584.0,0.0,0.0
0.314,0.377,99.309,0.0,0.0,0.0,542.0,0.0,275962.0,69633902.0,486123.0,136002605.0,9569021952.0,478081024.0,10632953856.0,4643364864.0,0.0,0.0
0.314,0.439,99.121,0.063,0.0,0.063,376.0,198.0,278930.0,71001192.0,490786.0,138262665.0,9570504704.0,478081024.0,10632978432.0,4641857536.0,0.0,49152.0
0.314,0.251,99.435,0.0,0.0,0.0,594.0,0.0,267048.0,67640872.0,474278.0,132731894.0,9570947072.0,478081024.0,10632982528.0,4641411072.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,1586.0,106.0,285546.0,72181084.0,506355.0,140941928.0,9569759232.0,478081024.0,10632978432.0,4642603008.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,192.0,0.0,266596.0,67965498.0,471162.0,132796485.0,9569431552.0,478081024.0,10632978432.0,4642930688.0,0.0,0.0
0.251,0.377,99.309,0.0,0.0,0.063,384.0,0.0,280442.0,70501731.0,497300.0,138143464.0,9569685504.0,478081024.0,10632978432.0,4642676736.0,0.0,0.0
0.439,0.502,98.807,0.251,0.0,0.0,882.0,212.0,276706.0,70309720.0,487807.0,136834395.0,9571651584.0,478081024.0,10632978432.0,4640710656.0,0.0,45056.0
0.251,0.251,99.498,0.0,0.0,0.0,192.0,0.0,269834.0,68481519.0,477028.0,134213575.0,9570222080.0,478081024.0,10632974336.0,4642144256.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,64.0,0.0,277966.0,70344085.0,491308.0,137761963.0,9570779136.0,478081024.0,10632974336.0,4641587200.0,0.0,0.0
0.251,0.314,99.373,0.0,0.0,0.063,500.0,0.0,272906.0,69184383.0,483780.0,135502852.0,9570504704.0,478081024.0,10632974336.0,4641861632.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,494.0,106.0,273600.0,69782491.0,481993.0,135827081.0,9570418688.0,478081024.0,10632978432.0,4641943552.0,0.0,0.0
0.376,0.439,98.808,0.314,0.0,0.063,490.0,174.0,270988.0,68684219.0,480852.0,134851810.0,9571581952.0,478081024.0,10632990720.0,4640768000.0,0.0,45056.0
0.314,0.314,99.372,0.0,0.0,0.0,375.0,0.0,282728.0,72368484.0,498073.0,140833745.0,9570811904.0,478081024.0,10633003008.0,4641525760.0,0.0,0.0
0.314,0.251,99.435,0.0,0.0,0.0,256.0,0.0,264866.0,67291290.0,468733.0,131825923.0,9570664448.0,478081024.0,10633003008.0,4641673216.0,0.0,0.0
0.251,0.314,99.372,0.0,0.0,0.063,888.0,106.0,283620.0,71867727.0,503118.0,140944383.0,9570705408.0,478081024.0,10633003008.0,4641632256.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,320.0,0.0,272694.0,69426079.0,480648.0,134987304.0,9569779712.0,478081024.0,10633003008.0,4642557952.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,414.0,174.0,274752.0,69222984.0,488097.0,136189939.0,9569406976.0,478081024.0,10633003008.0,4642930688.0,0.0,0.0
0.314,0.628,98.933,0.126,0.0,0.0,308.0,0.0,281364.0,71476354.0,493680.0,139164760.0,9570947072.0,478081024.0,10633003008.0,4641390592.0,0.0,45056.0
0.376,0.251,99.310,0.0,0.0,0.063,342.0,0.0,270578.0,69003007.0,480316.0,135225766.0,9570357248.0,478081024.0,10633007104.0,4641976320.0,0.0,0.0
0.251,0.314,99.372,0.0,0.0,0.063,298.0,106.0,276240.0,70153849.0,489569.0,137514128.0,9570160640.0,478081024.0,10633007104.0,4642172928.0,0.0,0.0
0.251,0.314,99.434,0.0,0.0,0.0,64.0,0.0,270268.0,68742640.0,477584.0,134317452.0,9569882112.0,478081024.0,10633007104.0,4642451456.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,674.0,106.0,281449.0,71651095.0,494380.0,139293031.0,9569349632.0,478081024.0,10633019392.0,4642971648.0,0.0,0.0
0.376,0.502,98.745,0.314,0.0,0.063,128.0,92.0,263978.0,67092452.0,470881.0,131631354.0,9571012608.0,478081024.0,10633039872.0,4641288192.0,0.0,49152.0
0.251,0.314,99.435,0.0,0.0,0.0,670.0,106.0,286454.0,72153953.0,505386.0,141507054.0,9570570240.0,478081024.0,10633056256.0,4641714176.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,244.0,0.0,267404.0,68690468.0,472646.0,133668050.0,9570181120.0,478081024.0,10633056256.0,4642103296.0,0.0,0.0
0.251,0.314,99.434,0.0,0.0,0.0,192.0,0.0,284146.0,71054972.0,501916.0,139269724.0,9570082816.0,478081024.0,10633056256.0,4642201600.0,0.0,0.0
0.314,0.251,99.372,0.0,0.0,0.063,666.0,106.0,276564.0,70509001.0,488685.0,136995260.0,9568882688.0,478081024.0,10633072640.0,4643385344.0,0.0,0.0
0.314,0.440,99.183,0.063,0.0,0.0,426.0,106.0,271656.0,68540177.0,481096.0,134398059.0,9570807808.0,478081024.0,10633076736.0,4641456128.0,0.0,45056.0
0.314,0.251,99.372,0.0,0.0,0.063,128.0,0.0,279916.0,70681531.0,494370.0,138597872.0,9570562048.0,478081024.0,10633072640.0,4641705984.0,0.0,12288.0
0.251,0.314,99.435,0.0,0.0,0.0,320.0,0.0,272326.0,69526621.0,485309.0,136249000.0,9570410496.0,478081024.0,10633084928.0,4641845248.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,722.0,0.0,280888.0,70143625.0,493278.0,136659253.0,9570680832.0,478081024.0,10633084928.0,4641574912.0,0.0,0.0
0.314,0.314,99.310,0.0,0.0,0.063,520.0,212.0,271104.0,68953213.0,479918.0,135057393.0,9569923072.0,478081024.0,10633097216.0,4642320384.0,0.0,0.0
0.314,0.440,99.121,0.126,0.0,0.0,64.0,0.0,280144.0,71661113.0,492261.0,139121745.0,9570934784.0,478081024.0,10633097216.0,4641308672.0,0.0,36864.0
0.313,0.313,99.311,0.0,0.0,0.063,384.0,0.0,262162.0,67043547.0,465280.0,131711764.0,9571504128.0,478081024.0,10633109504.0,4640727040.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,554.0,106.0,283014.0,72104725.0,500133.0,141277683.0,9571012608.0,478081024.0,10633109504.0,4641218560.0,0.0,4096.0
0.251,0.251,99.497,0.0,0.0,0.0,384.0,0.0,266922.0,69061513.0,471932.0,134443049.0,9570332672.0,478081024.0,10633109504.0,4641898496.0,0.0,0.0
0.188,0.314,99.497,0.0,0.0,0.0,362.0,106.0,274198.0,69474101.0,485704.0,136612649.0,9569411072.0,478081024.0,10633109504.0,4642820096.0,0.0,0.0
0.314,0.502,99.058,0.126,0.0,0.0,372.0,0.0,278284.0,71700637.0,489356.0,139321055.0,9569583104.0,478081024.0,10633109504.0,4642648064.0,0.0,36864.0
0.251,0.251,99.435,0.0,0.0,0.063,542.0,106.0,269622.0,68781851.0,475814.0,134216164.0,9569439744.0,478081024.0,10633121792.0,4642779136.0,0.0,0.0
0.251,0.314,99.435,0.0,0.0,0.0,688.0,0.0,273922.0,70122153.0,488633.0,137505603.0,9569148928.0,478081024.0,10633121792.0,4643069952.0,0.0,0.0
0.251,0.377,99.372,0.0,0.0,0.0,272.0,0.0,271506.0,68848863.0,479904.0,135177759.0,9569374208.0,478081024.0,10633121792.0,4642844672.0,0.0,4096.0
0.251,0.314,99.435,0.0,0.0,0.0,376.0,198.0,277308.0,70829986.0,490638.0,138390905.0,9569226752.0,478081024.0,10633134080.0,4642979840.0,0.0,0.0
0.376,0.439,98.996,0.125,0.0,0.063,432.0,0.0,266582.0,67992740.0,471641.0,133246415.0,9569353728.0,478081024.0,10633134080.0,4642852864.0,0.0,36864.0
0.251,0.251,99.497,0.0,0.0,0.0,298.0,106.0,285842.0,72644765.0,501868.0,141298123.0,9569230848.0,478081024.0,10633134080.0,4642975744.0,0.0,0.0
0.251,0.251,99.497,0.0,0.0,0.0,244.0,0.0,262714.0,67459231.0,464764.0,131446436.0,9568624640.0,478081024.0,10633134080.0,4643581952.0,0.0,0.0
0.314,0.251,99.435,0.0,0.0,0.0,244.0,0.0,278710.0,71025079.0,495017.0,139803086.0,9568559104.0,478081024.0,10633134080.0,4643647488.0,0.0,0.0
0.251,0.314,99.434,0.0,0.0,0.0,298.0,106.0,271320.0,69641408.0,478338.0,135391978.0,9568456704.0,478085120.0,10633138176.0,4643741696.0,0.0,8192.0
0.376,0.564,98.871,0.125,0.0,0.063,234.0,106.0,273386.0,69332478.0,486381.0,136522284.0,9569554432.0,478085120.0,10633138176.0,4642643968.0,0.0,49152.0
0.188,0.314,99.435,0.0,0.0,0.063,342.0,0.0,277904.0,70951547.0,489928.0,138544298.0,9569538048.0,478085120.0,10633162752.0,4642635776.0,0.0,0.0
0.314,0.376,99.310,0.0,0.0,0.0,192.0,0.0,271304.0,68981818.0,476598.0,134094899.0,9570000896.0,478085120.0,10633170944.0,4642164736.0,0.0,0.0
0.251,0.314,99.372,0.0,0.0,0.063,256.0,0.0,273452.0,69920650.0,485768.0,137311579.0,9569284096.0,478085120.0,10633187328.0,4642865152.0,0.0,0.0
0.314,0.251,99.434,0.0,0.0,0.0,946.0,212.0,267129.0,68163387.0,476049.0,130843510.0,9565827072.0,478085120.0,10633199616.0,4646309888.0,0.0,0.0
0.314,0.565,98.620,0.439,0.0,0.063,244.0,0.0,254438.0,60822367.0,-156026692.0,-299699445.0,7537000448.0,478085120.0,10633199616.0,6675136512.0,0.0,53248.0
0.125,0.188,99.624,0.0,0.0,0.063,536.0,0.0,198604.0,51322943.0,350908.0,100458402.0,7535632384.0,478085120.0,10633187328.0,6676516864.0,0.0,0.0
0.125,0.251,99.624,0.0,0.0,0.0,320.0,0.0,207034.0,53616702.0,363916.0,105674059.0,7535767552.0,478085120.0,10633187328.0,6676381696.0,0.0,0.0
0.126,0.188,99.686,0.0,0.0,0.0,480.0,106.0,199615.0,52143352.0,350594.0,101160108.0,7535697920.0,478085120.0,10633183232.0,6676455424.0,0.0,0.0
0.251,0.313,99.436,0.0,0.0,0.0,490.0,174.0,200833.0,51533295.0,357426.0,101726884.0,7535349760.0,478085120.0,10633183232.0,6676803584.0,0.0,0.0
0.251,0.376,99.059,0.251,0.0,0.063,128.0,0.0,210019.0,54396309.0,366490.0,105217167.0,7536783360.0,478085120.0,10633187328.0,6675365888.0,0.0,81920.0
0.188,0.188,99.623,0.0,0.0,0.0,804.0,106.0,198674.0,51251984.0,350423.0,100219092.0,7534977024.0,478085120.0,10633195520.0,6677164032.0,0.0,0.0
0.188,0.251,99.561,0.0,0.0,0.0,634.0,0.0,204825.0,52953484.0,365516.0,104527413.0,7535439872.0,478085120.0,10633195520.0,6676701184.0,0.0,0.0
0.251,0.251,99.436,0.0,0.0,0.063,518.0,0.0,200355.0,51507703.0,351616.0,100498546.0,7535874048.0,478085120.0,10633195520.0,6676267008.0,0.0,0.0
0.188,0.188,99.624,0.0,0.0,0.0,744.0,266.0,210272.0,53970584.0,368095.0,105309929.0,7535054848.0,478085120.0,10633195520.0,6677086208.0,0.0,0.0
0.251,0.376,99.248,0.125,0.0,0.0,974.0,106.0,198929.0,51762639.0,350472.0,100861068.0,7536910336.0,478085120.0,10633199616.0,6675226624.0,0.0,73728.0
0.188,0.251,99.561,0.0,0.0,0.0,1076.0,0.0,206177.0,53231591.0,363608.0,104040656.0,7536041984.0,478085120.0,10633195520.0,6676099072.0,0.0,0.0
0.188,0.188,99.561,0.0,0.0,0.063,256.0,0.0,199498.0,51599337.0,353899.0,101107967.0,7536279552.0,478085120.0,10633195520.0,6675861504.0,0.0,0.0
0.188,0.251,99.561,0.0,0.0,0.0,372.0,0.0,211831.0,53945081.0,369394.0,105500133.0,7535874048.0,478085120.0,10633195520.0,6676267008.0,0.0,0.0
0.251,0.188,99.561,0.0,0.0,0.0,1038.0,212.0,200085.0,51938369.0,352834.0,101197541.0,7534899200.0,478085120.0,10633195520.0,6677241856.0,0.0,0.0
0.376,0.314,98.934,0.376,0.0,0.0,256.0,0.0,203578.0,52482555.0,361471.0,103539290.0,7536005120.0,478085120.0,10633195520.0,6676135936.0,0.0,49152.0
0.314,0.251,99.435,0.0,0.0,0.0,256.0,0.0,207203.0,53744983.0,367598.0,104827401.0,7537065984.0,478085120.0,10633199616.0,6675070976.0,0.0,0.0
0.251,0.188,99.561,0.0,0.0,0.0,448.0,0.0,213313.0,52777612.0,378766.0,102381872.0,7536189440.0,478085120.0,10633207808.0,6675939328.0,0.0,0.0
0.251,0.313,99.436,0.0,0.0,0.0,464.0,0.0,223111.0,53015935.0,388260.0,104148674.0,7536066560.0,478085120.0,10633207808.0,6676062208.0,0.0,0.0
0.439,0.125,99.373,0.0,0.0,0.063,468.0,212.0,204065.0,51522911.0,341310.0,91021405.0,7532544000.0,478085120.0,10633207808.0,6679584768.0,0.0,0.0
0.439,0.564,97.931,1.066,0.0,0.0,244.0,0.0,132972.0,26793644.0,-44507948.0,5603127.0,3449516032.0,478085120.0,10633207808.0,10762612736.0,0.0,45056.0
0.063,0.063,99.875,0.0,0.0,0.0,244.0,0.0,73760.0,17178322.0,128895.0,34190344.0,3447967744.0,478085120.0,10633166848.0,10764201984.0,0.0,0.0
0.063,0.063,99.875,0.0,0.0,0.0,646.0,0.0,73335.0,18885650.0,127441.0,36238080.0,3448360960.0,478085120.0,10633166848.0,10763808768.0,0.0,0.0
0.125,0.063,99.812,0.0,0.0,0.0,426.0,106.0,64545.0,15723786.0,92715.0,21397399.0,3444711424.0,478085120.0,10633170944.0,10767454208.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,298.0,106.0,11148.0,632.0,12074.0,1224.0,3443613696.0,478085120.0,10633170944.0,10768551936.0,0.0,0.0
