"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node28",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 3vms-r1.router.dstat.csv",,,,"Date:","29 May 2014 16:15:34 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
3.011,0.064,96.733,0.192,0.0,0.0,128.0,0.0,123086563.0,123082589.0,123086825.0,123082899.0,11001229312.0,150958080.0,475455488.0,13557174272.0,0.0,12288.0
4.668,0.192,94.949,0.128,0.0,0.064,766.0,0.0,123152932.0,123155239.0,123153698.0,123155551.0,11001098240.0,150958080.0,475459584.0,13557301248.0,0.0,40960.0
2.373,0.128,97.498,0.0,0.0,0.0,557.0,106.0,123110908.0,123108052.0,123111599.0,123108158.0,11001024512.0,150958080.0,475459584.0,13557374976.0,0.0,0.0
5.115,0.128,94.693,0.0,0.0,0.064,458.0,106.0,123172839.0,123169947.0,123173297.0,123170365.0,11000840192.0,150958080.0,475459584.0,13557559296.0,0.0,0.0
1.597,0.256,98.083,0.0,0.0,0.064,192.0,0.0,123043793.0,123044582.0,123044115.0,123044582.0,10999554048.0,150958080.0,475459584.0,13558845440.0,0.0,0.0
5.594,0.445,93.897,0.0,0.0,0.064,496.0,0.0,123149556.0,123143796.0,123150052.0,123144108.0,11000053760.0,150958080.0,475459584.0,13558345728.0,0.0,4096.0
1.659,0.191,97.958,0.128,0.0,0.064,490.0,106.0,123187305.0,123184329.0,123187795.0,123184435.0,11000049664.0,150962176.0,475459584.0,13558345728.0,0.0,98304.0
5.485,0.255,94.196,0.0,0.0,0.064,256.0,0.0,123168432.0,123171113.0,123168822.0,123171425.0,10999914496.0,150962176.0,475459584.0,13558480896.0,0.0,0.0
2.427,0.192,97.190,0.192,0.0,0.0,466.0,106.0,123166664.0,123162408.0,123167934.0,123164908.0,10999676928.0,150966272.0,475455488.0,13558718464.0,0.0,53248.0
4.412,0.128,95.396,0.0,0.0,0.064,256.0,0.0,123133649.0,123138937.0,123134035.0,123139249.0,10999672832.0,150966272.0,475459584.0,13558718464.0,0.0,0.0
3.333,0.128,96.474,0.0,0.0,0.064,234.0,106.0,123693331.0,123685603.0,123693699.0,123685709.0,10999615488.0,150966272.0,475459584.0,13558775808.0,0.0,4096.0
2.953,0.128,96.919,0.0,0.0,0.0,320.0,0.0,123171356.0,123176338.0,123171676.0,123176650.0,10999345152.0,150966272.0,475459584.0,13559046144.0,0.0,0.0
4.612,0.128,95.259,0.0,0.0,0.0,64.0,0.0,123182457.0,123176657.0,123182591.0,123177763.0,10999341056.0,150966272.0,475463680.0,13559046144.0,0.0,0.0
3.005,0.192,96.739,0.0,0.0,0.064,298.0,256.0,123155425.0,123157655.0,123155723.0,123158223.0,10999472128.0,150966272.0,475463680.0,13558915072.0,0.0,4096.0
4.673,0.192,94.942,0.128,0.0,0.064,362.0,106.0,123175212.0,123172144.0,123175704.0,123172250.0,10999209984.0,150974464.0,475463680.0,13559169024.0,0.0,53248.0
1.732,0.192,98.012,0.0,0.0,0.064,552.0,0.0,123128467.0,123125475.0,123129153.0,123125787.0,10999209984.0,150974464.0,475463680.0,13559169024.0,0.0,0.0
5.694,0.128,93.986,0.0,0.0,0.192,128.0,0.0,123168089.0,123166571.0,123168351.0,123166571.0,10999463936.0,150974464.0,475463680.0,13558915072.0,0.0,110592.0
0.577,0.128,99.231,0.0,0.0,0.064,256.0,0.0,123100252.0,123096196.0,123100508.0,123096508.0,10999083008.0,150974464.0,475463680.0,13559296000.0,0.0,0.0
6.658,0.064,93.086,0.064,0.0,0.128,772.0,280.0,123163635.0,123168239.0,123164541.0,123168519.0,10999201792.0,150982656.0,475463680.0,13559169024.0,0.0,12288.0
0.576,0.128,99.104,0.128,0.0,0.064,270.0,92.0,123164402.0,123162125.0,123164802.0,123162529.0,10999066624.0,150990848.0,475463680.0,13559296000.0,0.0,36864.0
5.609,0.637,93.627,0.0,0.0,0.127,64.0,0.0,123162960.0,123160218.0,123163024.0,123160218.0,11000209408.0,150990848.0,475463680.0,13558153216.0,0.0,0.0
2.436,0.256,97.244,0.0,0.0,0.064,554.0,106.0,123121853.0,123118475.0,123122407.0,123118893.0,11000209408.0,150990848.0,475463680.0,13558153216.0,0.0,24576.0
3.387,0.128,96.358,0.0,0.0,0.128,1436.0,0.0,123154473.0,123156713.0,123155909.0,123156713.0,11000209408.0,150990848.0,475463680.0,13558153216.0,0.0,0.0
4.473,0.128,95.208,0.0,0.0,0.192,1012.0,336.0,123668180.0,123668824.0,123669326.0,123669472.0,10999746560.0,150990848.0,475463680.0,13558616064.0,0.0,0.0
2.881,0.064,97.055,0.0,0.0,0.0,448.0,68.0,123127431.0,123126647.0,123128143.0,123126715.0,10999746560.0,150990848.0,475463680.0,13558616064.0,0.0,0.0
4.856,0.192,94.441,0.383,0.0,0.128,362.0,106.0,123094374.0,123089589.0,123095406.0,123092401.0,10999607296.0,150999040.0,475463680.0,13558747136.0,0.0,110592.0
2.434,0.192,97.373,0.0,0.0,0.0,192.0,0.0,123153994.0,123160576.0,123154320.0,123160576.0,10999255040.0,150999040.0,475463680.0,13559099392.0,0.0,8192.0
5.314,0.064,94.430,0.0,0.0,0.192,400.0,0.0,123189979.0,123176719.0,123190379.0,123177031.0,10999255040.0,150999040.0,475463680.0,13559099392.0,0.0,0.0
1.539,0.128,98.268,0.0,0.0,0.064,362.0,170.0,123145256.0,123149377.0,123145618.0,123149679.0,10965700608.0,150999040.0,475463680.0,13592653824.0,0.0,0.0
6.718,0.128,93.026,0.0,0.0,0.128,488.0,0.0,123171534.0,123168648.0,123172152.0,123168960.0,10965446656.0,150999040.0,475463680.0,13592907776.0,0.0,0.0
0.449,0.064,99.487,0.0,0.0,0.0,362.0,106.0,123185185.0,123180893.0,123185617.0,123181083.0,10965315584.0,150999040.0,475463680.0,13593038848.0,0.0,0.0
6.322,0.128,93.040,0.319,0.0,0.192,384.0,0.0,123169330.0,123179601.0,123169848.0,123179913.0,10965262336.0,150999040.0,475463680.0,13593092096.0,0.0,114688.0
1.280,0.128,98.528,0.0,0.0,0.064,192.0,0.0,123135944.0,123130458.0,123136270.0,123130458.0,10965102592.0,150999040.0,475463680.0,13593251840.0,0.0,0.0
4.994,0.192,94.494,0.192,0.0,0.128,298.0,106.0,123184293.0,123178883.0,123185261.0,123181695.0,10965102592.0,150999040.0,475463680.0,13593251840.0,0.0,69632.0
2.821,0.064,97.115,0.0,0.0,0.0,234.0,106.0,123077702.0,123088043.0,123078200.0,123088149.0,10964975616.0,150999040.0,475463680.0,13593378816.0,0.0,0.0
3.893,0.128,95.852,0.0,0.0,0.128,192.0,0.0,122719708.0,122719746.0,122719900.0,122720058.0,10964848640.0,150999040.0,475463680.0,13593505792.0,0.0,0.0
3.952,0.255,95.730,0.0,0.0,0.064,296.0,0.0,123093799.0,123090753.0,123094095.0,123090753.0,10964848640.0,150999040.0,475463680.0,13593505792.0,0.0,32768.0
2.553,0.383,97.001,0.0,0.0,0.064,256.0,0.0,122964885.0,122967622.0,122965141.0,122967934.0,10964848640.0,150999040.0,475463680.0,13593505792.0,0.0,0.0
5.300,0.379,94.259,0.0,0.0,0.063,692.0,212.0,87600476.0,87627786.0,87601168.0,87627998.0,10964717568.0,150999040.0,475467776.0,13593632768.0,0.0,4096.0
